Date,OW2DWL,OW2DSWL
26/06/2000,34.09,34.47
27/06/2000,34.09,34.47
28/06/2000,24.68,25.71
29/06/2000,22.36,23.33
30/06/2000,21.66,22.65
01/07/2000,20.96,21.96
02/07/2000,20.67,21.68
03/07/2000,20.61,21.61
04/07/2000,20.27,21.29
05/07/2000,29.7,29.71
06/07/2000,31.29,31.37
07/07/2000,32.25,32.38
08/07/2000,32.92,33.05
09/07/2000,33.06,33.21
10/07/2000,33.22,33.36
11/07/2000,33.29,33.34
12/07/2000,33.42,33.57
13/07/2000,33.51,33.66
14/07/2000,33.59,33.74
17/07/2000,34.14,34.33
27/07/2000,34.52,34.34
14/09/2000,34.48,34.33
24/10/2003,23.77,24.6
30/10/2003,24.04,24.9
07/11/2003,23.29,24.15
14/11/2003,24.95,25.8
21/11/2003,23.47,24.34
05/12/2003,26.62,27.26
22/12/2003,27.31,28.1
05/01/2004,28.06,28.71
16/01/2004,28.79,29.4
30/01/2004,28.98,29.61
13/02/2004,29.41,30.04
01/03/2004,28.8,29.5
12/03/2004,28.82,29.48
26/03/2004,28.31,29.34
17/08/2004,21.35,22.59
31/08/2004,22.78,23.95
14/09/2004,23.16,24.42
28/09/2004,22.08,23.35
12/10/2004,22.39,23.67
26/10/2004,23.52,24.65
09/11/2004,24.54,25.57
23/11/2004,24.05,25.33
07/12/2004,23.96,25.28
21/12/2004,23.61,24.97
04/01/2005,24.88,26.07
18/01/2005,24,26.19
01/02/2005,23.61,25.06
15/02/2005,23.15,24.61
01/03/2005,22.54,23.97
15/03/2005,21.85,23.37
29/03/2005,21.64,23.22
12/04/2005,21.08,22.73
26/04/2005,21,22.6
09/05/2005,21.15,22.76
24/05/2005,20.51,22.09
07/06/2005,20.29,21.87
21/06/2005,19.65,21.25
28/06/2005,19.07,20.67
05/07/2005,18.48,20.7
19/07/2005,18.13,20.71
02/08/2005,21.62,22.81
16/08/2005,17.36,20.71
30/08/2005,17.44,20.72
12/09/2005,17.29,20.71
27/09/2005,17.45,20.71
11/10/2005,16.4,20.72
25/10/2005,16.07,20.71
08/11/2005,16.23,20.71
22/11/2005,19.93,21.1
06/12/2005,18.24,20.95
20/12/2005,19.62,22.48
03/01/2006,20.55,22.96
17/01/2006,20.27,22.66
31/01/2006,20.78,22.81
14/02/2006,20.03,22.15
28/02/2006,18.45,21.25
14/03/2006,18.24,20.73
28/03/2006,17.89,20.7
11/04/2006,18.21,20.7
25/04/2006,19.33,20.89
09/05/2006,18.06,20.8
23/05/2006,18,20.75
06/06/2006,18.36,20.76
20/06/2006,18.12,20.76
04/07/2006,17.84,20.72
18/07/2006,17.18,
01/08/2006,16.69,20.69
15/08/2006,15.93,20.7
10/10/2006,14.31,20.64
21/11/2006,,20.67
12/02/2007,17.76,21.21
15/04/2007,,20.67
11/04/2008,14.453,
12/04/2008,14.396,19.958
13/04/2008,14.319,19.957
14/04/2008,14.274,19.954
15/04/2008,14.279,19.955
16/04/2008,14.323,19.957
17/04/2008,14.353,19.96
18/04/2008,14.392,19.953
19/04/2008,14.35,19.95
20/04/2008,14.273,19.95
21/04/2008,14.222,19.95
22/04/2008,14.185,19.946
23/04/2008,14.143,19.94
24/04/2008,14.084,19.94
25/04/2008,14.032,19.94
26/04/2008,14.022,19.94
27/04/2008,13.986,19.94
28/04/2008,13.918,19.94
29/04/2008,14.102,19.94
30/04/2008,14.125,19.94
01/05/2008,14.231,19.933
02/05/2008,14.062,19.93
03/05/2008,14.008,19.931
04/05/2008,13.949,19.94
05/05/2008,13.854,19.94
06/05/2008,13.833,19.94
07/05/2008,13.822,19.942
08/05/2008,13.798,19.943
09/05/2008,13.733,19.941
10/05/2008,13.632,19.94
11/05/2008,13.59,19.939
12/05/2008,13.565,19.938
13/05/2008,13.513,19.937
14/05/2008,13.499,19.936
15/05/2008,13.452,19.936
16/05/2008,13.42,19.934
17/05/2008,13.368,19.931
18/05/2008,13.277,19.929
19/05/2008,13.241,19.929
20/05/2008,13.203,19.929
21/05/2008,13.191,19.929
22/05/2008,13.167,19.931
23/05/2008,13.136,19.93
24/05/2008,13.059,19.929
25/05/2008,13.014,19.93
26/05/2008,12.988,19.931
27/05/2008,12.968,19.932
28/05/2008,12.977,19.932
29/05/2008,12.871,19.931
30/05/2008,12.827,19.93
31/05/2008,12.771,19.93
01/06/2008,12.735,19.93
02/06/2008,12.726,19.931
03/06/2008,12.649,19.927
04/06/2008,12.613,19.928
05/06/2008,12.522,19.926
06/06/2008,12.478,19.927
07/06/2008,12.442,19.928
08/06/2008,12.4,19.929
09/06/2008,12.386,19.931
10/06/2008,12.332,19.933
11/06/2008,12.344,19.932
12/06/2008,12.305,19.933
13/06/2008,12.281,19.934
14/06/2008,12.265,19.933
15/06/2008,12.227,19.933
16/06/2008,12.187,19.93
17/06/2008,12.146,19.927
18/06/2008,12.111,19.927
19/06/2008,11.987,19.927
20/06/2008,11.922,19.927
21/06/2008,11.975,19.928
22/06/2008,11.936,19.929
23/06/2008,11.791,19.928
24/06/2008,11.811,19.929
25/06/2008,11.794,19.93
26/06/2008,11.715,19.933
27/06/2008,11.686,19.942
28/06/2008,11.644,19.952
29/06/2008,11.619,19.954
30/06/2008,11.592,19.955
01/07/2008,11.925,20.021
02/07/2008,11.936,20.069
03/07/2008,11.758,19.988
04/07/2008,11.658,19.988
05/07/2008,11.673,20.113
06/07/2008,11.627,20.129
07/07/2008,11.541,20.026
08/07/2008,11.422,20.008
09/07/2008,11.432,20.028
10/07/2008,11.417,20.031
11/07/2008,11.343,20.017
12/07/2008,11.309,20.021
13/07/2008,11.245,20.02
14/07/2008,11.162,20.028
15/07/2008,11.145,20.051
16/07/2008,11.164,20.115
17/07/2008,11.191,20.138
18/07/2008,11.169,20.055
19/07/2008,11.088,20.018
20/07/2008,11,20.018
21/07/2008,10.997,20.024
22/07/2008,11.011,20.039
23/07/2008,11.012,20.046
24/07/2008,11.007,20.125
25/07/2008,10.988,20.094
26/07/2008,10.892,20.019
27/07/2008,10.86,20.04
28/07/2008,10.87,20.044
29/07/2008,10.87,20.104
30/07/2008,10.807,20.03
31/07/2008,10.782,20.063
01/08/2008,10.749,20.043
02/08/2008,10.69,20.008
03/08/2008,10.679,20.038
04/08/2008,10.624,20.011
05/08/2008,10.627,20.009
06/08/2008,10.615,20.013
07/08/2008,10.557,20.062
08/08/2008,10.488,20.017
09/08/2008,10.571,20.137
10/08/2008,10.543,20.378
11/08/2008,10.543,20.647
12/08/2008,10.583,20.013
13/08/2008,10.529,19.98
14/08/2008,10.559,19.976
15/08/2008,10.735,19.98
16/08/2008,10.956,19.98
17/08/2008,11.063,19.989
18/08/2008,11.253,20.145
19/08/2008,11.317,20.006
20/08/2008,11.451,20.069
21/08/2008,11.554,20.083
22/08/2008,11.677,20.06
23/08/2008,11.873,20.203
24/08/2008,11.975,20.159
25/08/2008,12.006,20.091
26/08/2008,11.993,20.034
27/08/2008,12.035,20.061
28/08/2008,12.09,19.992
29/08/2008,12.147,20.096
30/08/2008,12.209,20.134
31/08/2008,12.221,20.118
01/09/2008,12.259,20.125
02/09/2008,12.291,20.218
03/09/2008,12.291,20.273
04/09/2008,12.239,20.212
05/09/2008,12.268,20.368
06/09/2008,12.618,20.411
07/09/2008,12.501,20.474
08/09/2008,12.5,20.751
09/09/2008,12.606,20.625
10/09/2008,12.644,20.159
11/09/2008,12.68,20.266
12/09/2008,12.618,19.993
13/09/2008,12.652,20.213
14/09/2008,12.678,20.711
15/09/2008,12.735,20.846
16/09/2008,12.745,20.627
17/09/2008,12.79,20.241
18/09/2008,12.822,20.012
19/09/2008,12.826,19.938
20/09/2008,12.85,20.019
21/09/2008,12.882,19.985
22/09/2008,12.903,20.033
23/09/2008,12.934,20.462
24/09/2008,12.961,20.661
25/09/2008,12.882,20.423
26/09/2008,12.765,20.364
27/09/2008,12.962,20.469
28/09/2008,12.999,20.179
29/09/2008,13.055,20.351
30/09/2008,13.124,20.629
01/10/2008,13.126,20.133
02/10/2008,13.056,19.982
03/10/2008,12.972,19.969
04/10/2008,13.106,21.019
05/10/2008,13.046,20.857
06/10/2008,13.02,20.602
07/10/2008,13.016,20.182
08/10/2008,12.864,19.928
09/10/2008,12.892,20.452
10/10/2008,12.951,20.821
11/10/2008,12.919,20.705
12/10/2008,12.933,20.91
13/10/2008,12.956,20.552
14/10/2008,12.936,20.096
15/10/2008,12.961,20.013
16/10/2008,12.909,19.901
17/10/2008,12.916,20.324
18/10/2008,12.965,20.494
19/10/2008,13.039,20.315
20/10/2008,13.116,20.244
21/10/2008,13.005,19.94
22/10/2008,12.978,20.188
23/10/2008,13.089,21.106
24/10/2008,12.994,20.254
25/10/2008,13.056,21.091
26/10/2008,13.064,21.219
27/10/2008,13.067,20.795
28/10/2008,13.049,20.845
29/10/2008,13.16,21.135
30/10/2008,13.126,20.482
31/10/2008,13.056,20.274
01/11/2008,13.109,21.081
02/11/2008,13.11,21.133
03/11/2008,13.146,21.132
04/11/2008,13.155,20.796
05/11/2008,13.163,20.301
06/11/2008,13.243,20.221
07/11/2008,13.321,20.287
08/11/2008,13.296,19.982
09/11/2008,13.276,20.015
10/11/2008,13.299,20.184
11/11/2008,13.198,19.973
12/11/2008,13.116,20.028
13/11/2008,13.138,20.166
14/11/2008,13.145,20.997
15/11/2008,13.151,21.139
16/11/2008,13.119,20.965
17/11/2008,13.231,21.114
18/11/2008,13.22,20.303
19/11/2008,13.268,20.69
20/11/2008,13.338,21.183
21/11/2008,13.342,20.793
22/11/2008,13.348,20.761
23/11/2008,13.51,21.253
24/11/2008,13.406,20.334
25/11/2008,13.263,20.605
26/11/2008,13.321,21.246
27/11/2008,13.446,21.374
28/11/2008,13.617,21.243
29/11/2008,13.592,20.607
30/11/2008,13.5,20.177
01/12/2008,13.48,20.408
02/12/2008,13.563,20.989
03/12/2008,13.55,20.649
04/12/2008,13.658,21.189
05/12/2008,13.464,19.99
06/12/2008,13.26,20.053
07/12/2008,13.24,20.945
08/12/2008,13.295,21.046
09/12/2008,13.247,20.193
10/12/2008,13.291,20.829
11/12/2008,13.351,20.466
12/12/2008,13.439,20.391
13/12/2008,13.491,20.456
14/12/2008,13.334,19.881
15/12/2008,13.266,19.94
16/12/2008,13.36,20.391
17/12/2008,13.354,20.329
18/12/2008,13.366,20.338
19/12/2008,13.369,20.355
20/12/2008,13.862,20.296
21/12/2008,14.662,21.016
22/12/2008,14.09,20.512
23/12/2008,13.815,20.487
24/12/2008,13.701,20.12
25/12/2008,13.639,19.877
26/12/2008,13.618,19.86
27/12/2008,13.616,20.003
28/12/2008,13.655,20.299
29/12/2008,13.664,20.485
30/12/2008,13.614,20.479
31/12/2008,13.633,20.052
01/01/2009,13.582,19.895
02/01/2009,13.55,19.875
03/01/2009,13.555,19.909
04/01/2009,13.585,20.073
05/01/2009,13.532,20.073
06/01/2009,13.478,19.931
07/01/2009,13.483,19.898
08/01/2009,13.46,19.876
09/01/2009,13.456,19.869
10/01/2009,13.49,19.863
11/01/2009,13.509,19.86
12/01/2009,13.482,19.861
13/01/2009,13.376,19.857
14/01/2009,13.364,19.858
15/01/2009,13.388,19.918
16/01/2009,13.338,19.872
17/01/2009,13.349,19.865
18/01/2009,13.071,19.862
19/01/2009,13.042,19.858
20/01/2009,13.06,19.855
21/01/2009,13.09,19.854
22/01/2009,13.226,19.961
23/01/2009,13.22,19.995
24/01/2009,13.189,19.907
25/01/2009,13.282,20.027
26/01/2009,13.125,19.867
27/01/2009,13.125,19.859
28/01/2009,13.146,19.857
29/01/2009,13.252,19.885
30/01/2009,13.276,19.966
31/01/2009,13.104,19.971
01/02/2009,13.163,19.879
02/02/2009,13.317,20.009
03/02/2009,13.483,20.255
04/02/2009,13.514,20.151
05/02/2009,13.577,20.048
06/02/2009,13.597,19.953
07/02/2009,13.619,19.911
08/02/2009,13.72,19.913
09/02/2009,13.834,20.032
10/02/2009,13.778,19.915
11/02/2009,13.737,19.86
12/02/2009,13.852,19.855
13/02/2009,13.925,19.881
14/02/2009,13.945,19.909
15/02/2009,13.982,19.858
16/02/2009,14.027,19.854
17/02/2009,14.039,19.852
18/02/2009,14.076,19.85
19/02/2009,14.089,19.85
20/02/2009,14.061,19.849
21/02/2009,14.067,19.848
22/02/2009,14.085,19.848
23/02/2009,14.1,19.848
24/02/2009,14.074,19.848
25/02/2009,14.079,19.847
26/02/2009,14.129,19.846
27/02/2009,14.16,19.846
28/02/2009,14.2,19.845
01/03/2009,14.181,19.847
02/03/2009,14.138,19.844
03/03/2009,14.247,19.896
04/03/2009,14.261,19.959
05/03/2009,14.161,19.852
06/03/2009,14.106,19.843
07/03/2009,14.125,19.84
08/03/2009,14.162,19.839
09/03/2009,14.102,19.838
10/03/2009,14.032,19.846
11/03/2009,13.931,19.844
12/03/2009,13.916,19.845
13/03/2009,13.957,19.885
14/03/2009,13.904,19.86
15/03/2009,13.808,19.842
16/03/2009,13.828,19.84
17/03/2009,13.794,19.847
18/03/2009,13.805,19.95
19/03/2009,13.802,19.916
20/03/2009,13.738,19.848
21/03/2009,13.657,19.843
22/03/2009,13.635,19.89
23/03/2009,13.71,20.008
24/03/2009,13.708,19.974
25/03/2009,13.805,19.971
26/03/2009,13.862,19.96
27/03/2009,13.842,19.867
28/03/2009,13.708,19.847
29/03/2009,13.681,19.844
30/03/2009,13.595,19.84
31/03/2009,13.535,19.837
01/04/2009,13.492,19.837
02/04/2009,13.528,19.837
03/04/2009,13.554,19.838
04/04/2009,13.479,19.838
05/04/2009,13.462,19.837
06/04/2009,13.57,19.909
07/04/2009,13.55,19.908
08/04/2009,13.449,19.874
09/04/2009,13.443,19.845
10/04/2009,13.367,19.842
11/04/2009,13.269,19.84
12/04/2009,13.241,19.839
13/04/2009,13.354,19.839
14/04/2009,13.337,19.839
15/04/2009,13.316,19.838
16/04/2009,13.328,19.837
17/04/2009,13.285,19.837
18/04/2009,13.248,19.836
19/04/2009,13.221,19.835
20/04/2009,13.191,19.834
21/04/2009,13.166,19.834
22/04/2009,13.181,19.833
23/04/2009,13.209,19.832
24/04/2009,13.227,19.833
25/04/2009,13.063,19.833
26/04/2009,12.749,19.833
27/04/2009,12.613,19.833
28/04/2009,12.389,19.832
29/04/2009,12.208,19.831
30/04/2009,12.001,19.83
01/05/2009,11.846,19.829
02/05/2009,11.682,19.828
03/05/2009,11.577,19.828
04/05/2009,11.518,19.853
05/05/2009,11.413,19.877
06/05/2009,11.306,19.897
07/05/2009,11.216,19.887
08/05/2009,11.042,19.869
09/05/2009,10.865,19.846
10/05/2009,10.699,19.843
11/05/2009,10.624,19.84
12/05/2009,10.563,19.844
13/05/2009,10.526,19.925
14/05/2009,10.553,19.916
15/05/2009,10.913,19.977
16/05/2009,11.124,20.053
17/05/2009,11.225,19.991
18/05/2009,11.31,19.975
19/05/2009,11.34,19.917
20/05/2009,11.411,19.886
21/05/2009,11.5,19.904
22/05/2009,11.565,19.889
23/05/2009,11.602,19.866
24/05/2009,11.636,19.846
25/05/2009,11.741,19.847
26/05/2009,12.05,19.848
27/05/2009,12.13,19.851
28/05/2009,11.992,19.846
29/05/2009,11.993,19.843
30/05/2009,12.011,19.851
31/05/2009,11.996,19.851
01/06/2009,12.008,19.846
02/06/2009,12.007,19.847
03/06/2009,12.021,19.855
04/06/2009,12.06,19.852
05/06/2009,12.083,19.852
06/06/2009,12.111,19.848
07/06/2009,12.098,19.846
08/06/2009,12.16,19.845
09/06/2009,12.588,19.839
10/06/2009,12.343,19.833
11/06/2009,12.308,19.832
12/06/2009,12.282,19.832
13/06/2009,12.306,19.832
14/06/2009,12.366,19.831
15/06/2009,12.633,19.831
16/06/2009,12.462,19.831
17/06/2009,12.365,19.832
18/06/2009,12.228,19.831
19/06/2009,12.139,19.831
20/06/2009,12.206,19.831
21/06/2009,12.51,19.831
22/06/2009,12.494,19.831
23/06/2009,12.46,19.831
24/06/2009,12.942,19.831
25/06/2009,12.74,19.832
26/06/2009,12.698,19.832
27/06/2009,12.522,19.831
28/06/2009,12.451,19.831
29/06/2009,12.549,19.83
30/06/2009,12.411,19.83
01/07/2009,12.367,19.83
02/07/2009,12.53,19.83
03/07/2009,12.47,19.969
04/07/2009,12.746,19.883
05/07/2009,13.548,19.939
06/07/2009,13.775,19.967
07/07/2009,14.039,19.85
08/07/2009,14.445,19.844
09/07/2009,14.856,19.841
10/07/2009,15.188,19.84
11/07/2009,15.482,19.84
12/07/2009,15.754,19.841
13/07/2009,15.987,19.854
14/07/2009,16.139,19.847
15/07/2009,16.289,19.843
16/07/2009,16.426,19.841
17/07/2009,16.591,19.84
18/07/2009,16.735,19.84
19/07/2009,16.976,19.841
20/07/2009,17.217,19.842
21/07/2009,17.493,19.962
22/07/2009,17.645,20.049
23/07/2009,17.682,20.009
24/07/2009,17.71,19.937
25/07/2009,17.818,19.899
26/07/2009,18.14,20.112
27/07/2009,18.38,20.174
28/07/2009,18.456,20.252
29/07/2009,18.484,20.302
30/07/2009,18.473,20.239
31/07/2009,18.616,20.353
01/08/2009,18.76,20.502
02/08/2009,18.808,20.484
03/08/2009,18.929,20.58
04/08/2009,19.008,20.637
05/08/2009,19.033,20.628
06/08/2009,19.073,20.63
07/08/2009,19.116,20.675
08/08/2009,19.135,20.706
09/08/2009,19.166,20.723
10/08/2009,19.202,20.754
11/08/2009,19.161,20.655
12/08/2009,19.198,20.692
13/08/2009,19.224,20.694
14/08/2009,19.34,
15/08/2009,19.378,20.793
16/08/2009,19.364,20.728
17/08/2009,19.376,20.725
18/08/2009,19.418,20.759
19/08/2009,19.481,20.815
20/08/2009,19.53,20.976
21/08/2009,19.497,21.091
22/08/2009,19.523,21.166
23/08/2009,19.652,21.318
24/08/2009,19.707,21.346
25/08/2009,19.728,21.333
26/08/2009,19.792,21.381
27/08/2009,19.79,21.374
28/08/2009,19.8,21.372
29/08/2009,19.783,21.326
30/08/2009,19.891,21.435
31/08/2009,19.909,21.514
01/09/2009,19.921,21.484
02/09/2009,19.964,21.496
03/09/2009,19.544,21.557
04/09/2009,18.123,20.948
05/09/2009,17.479,20.367
06/09/2009,17.163,20.064
07/09/2009,16.945,19.878
08/09/2009,16.736,19.963
09/09/2009,16.4,19.852
10/09/2009,16.243,19.844
11/09/2009,16.234,19.843
12/09/2009,16.146,19.871
13/09/2009,16.035,19.87
14/09/2009,15.945,19.844
15/09/2009,15.848,19.838
16/09/2009,15.759,19.834
17/09/2009,16.42,19.834
18/09/2009,16.293,19.965
19/09/2009,16.027,19.936
20/09/2009,15.799,19.84
21/09/2009,15.714,19.834
22/09/2009,15.58,19.83
23/09/2009,15.44,19.827
24/09/2009,15.364,19.825
25/09/2009,15.308,19.824
26/09/2009,15.214,19.823
27/09/2009,15.131,19.821
28/09/2009,15.086,19.82
29/09/2009,15.031,19.82
30/09/2009,14.994,19.819
01/10/2009,15.172,19.819
02/10/2009,16.127,19.825
03/10/2009,15.681,19.947
04/10/2009,15.626,19.838
05/10/2009,16.173,19.832
06/10/2009,15.486,19.83
07/10/2009,15.094,19.828
08/10/2009,14.867,19.825
09/10/2009,14.769,19.822
10/10/2009,14.612,19.818
11/10/2009,14.486,19.817
12/10/2009,14.335,19.816
13/10/2009,14.249,19.816
14/10/2009,14.18,19.816
15/10/2009,14.113,19.815
16/10/2009,14.01,19.815
17/10/2009,13.978,19.814
18/10/2009,13.97,19.814
19/10/2009,13.977,19.815
20/10/2009,13.924,19.815
21/10/2009,13.797,19.815
22/10/2009,13.668,19.815
23/10/2009,13.501,19.814
24/10/2009,13.577,19.814
25/10/2009,13.565,19.813
26/10/2009,13.376,19.813
27/10/2009,13.319,19.813
28/10/2009,13.207,19.813
29/10/2009,13.135,19.813
30/10/2009,13.07,19.813
31/10/2009,12.988,19.812
01/11/2009,13.037,19.879
02/11/2009,13.141,20.219
03/11/2009,14.447,20.629
04/11/2009,15.468,20.714
05/11/2009,15.991,20.637
06/11/2009,15.544,20.558
07/11/2009,15.326,20.47
08/11/2009,15.012,20.078
09/11/2009,15.113,19.975
10/11/2009,16.2,20.204
11/11/2009,16.595,20.417
12/11/2009,17.698,20.738
13/11/2009,16.946,20.736
14/11/2009,17.328,20.615
15/11/2009,18.181,20.483
16/11/2009,17.55,20.574
17/11/2009,17.144,20.283
18/11/2009,16.98,20.113
19/11/2009,16.981,20.111
20/11/2009,16.895,20.003
21/11/2009,17.944,20.175
22/11/2009,18.612,20.679
23/11/2009,18.303,21.003
24/11/2009,18.943,21.042
25/11/2009,19.204,21.507
26/11/2009,18.866,21.573
27/11/2009,18.612,21.423
28/11/2009,18.564,21.355
29/11/2009,18.526,21.295
30/11/2009,18.392,21.151
01/12/2009,18.507,21.253
02/12/2009,18.692,21.405
03/12/2009,18.683,21.364
04/12/2009,18.719,21.38
05/12/2009,18.896,21.563
06/12/2009,18.921,21.606
07/12/2009,18.784,21.536
08/12/2009,18.644,21.401
09/12/2009,18.59,21.314
10/12/2009,18.483,21.198
11/12/2009,18.474,21.193
12/12/2009,18.482,21.204
13/12/2009,18.509,21.247
14/12/2009,18.574,21.332
15/12/2009,18.585,21.363
16/12/2009,18.606,21.371
17/12/2009,18.564,21.32
18/12/2009,18.492,21.251
19/12/2009,18.586,21.331
20/12/2009,18.683,21.438
21/12/2009,18.776,21.494
22/12/2009,18.884,21.486
23/12/2009,19.032,21.502
24/12/2009,18.96,21.55
25/12/2009,18.764,21.442
26/12/2009,18.701,21.399
27/12/2009,18.586,21.301
28/12/2009,18.503,21.218
29/12/2009,18.451,21.228
30/12/2009,18.469,21.222
31/12/2009,18.327,21.148
01/01/2010,18.262,21.03
02/01/2010,18.227,20.824
03/01/2010,18.244,20.82
04/01/2010,18.499,21.194
05/01/2010,18.93,21.483
06/01/2010,19.086,21.551
07/01/2010,19.287,21.725
08/01/2010,18.906,21.629
09/01/2010,18.738,21.506
10/01/2010,18.709,21.481
11/01/2010,18.722,21.468
12/01/2010,18.86,21.547
13/01/2010,18.699,21.532
14/01/2010,18.662,21.404
15/01/2010,18.639,21.361
16/01/2010,18.661,21.405
17/01/2010,18.548,21.276
18/01/2010,18.524,21.22
19/01/2010,18.571,21.289
20/01/2010,18.617,21.35
21/01/2010,18.644,21.343
22/01/2010,18.59,21.312
23/01/2010,18.54,21.254
24/01/2010,18.55,21.25
25/01/2010,18.525,21.193
26/01/2010,18.476,21.159
27/01/2010,18.57,21.268
28/01/2010,18.724,21.424
29/01/2010,18.823,21.549
30/01/2010,18.761,21.451
31/01/2010,18.718,21.383
01/02/2010,18.675,21.317
02/02/2010,18.71,21.389
03/02/2010,18.681,21.367
04/02/2010,18.761,21.42
05/02/2010,18.727,21.42
06/02/2010,18.536,21.231
07/02/2010,18.497,21.175
08/02/2010,18.561,21.236
09/02/2010,18.543,21.231
10/02/2010,18.507,21.188
11/02/2010,18.488,21.151
12/02/2010,18.474,21.149
13/02/2010,18.477,21.155
14/02/2010,18.533,21.221
15/02/2010,18.653,21.347
16/02/2010,18.711,21.423
17/02/2010,18.663,21.351
18/02/2010,18.616,21.271
19/02/2010,18.557,21.212
20/02/2010,18.514,21.172
21/02/2010,18.514,21.183
22/02/2010,18.487,21.133
23/02/2010,18.436,21.044
24/02/2010,18.42,21.025
25/02/2010,18.408,20.919
26/02/2010,18.376,20.849
27/02/2010,18.298,20.766
28/02/2010,18.219,20.702
01/03/2010,18.091,20.55
02/03/2010,17.976,20.491
03/03/2010,17.973,20.586
04/03/2010,17.902,20.455
05/03/2010,17.842,20.429
06/03/2010,17.84,20.466
07/03/2010,17.795,20.383
08/03/2010,17.791,20.351
09/03/2010,17.749,20.299
10/03/2010,17.729,20.266
11/03/2010,17.752,20.296
12/03/2010,17.721,20.289
13/03/2010,17.641,20.165
14/03/2010,17.621,20.129
15/03/2010,17.629,20.138
16/03/2010,17.64,20.172
17/03/2010,17.648,20.213
18/03/2010,17.695,20.266
19/03/2010,17.629,20.146
20/03/2010,17.578,20.101
21/03/2010,17.473,19.938
22/03/2010,17.47,19.936
23/03/2010,17.419,19.897
24/03/2010,17.583,19.98
25/03/2010,18.576,20.359
26/03/2010,17.941,20.555
27/03/2010,17.599,20.273
28/03/2010,17.454,19.998
29/03/2010,17.481,20.011
30/03/2010,17.497,20.167
31/03/2010,17.324,19.965
01/04/2010,17.248,19.859
02/04/2010,17.303,20.013
03/04/2010,17.26,20.001
04/04/2010,17.174,19.866
05/04/2010,17.234,19.9
06/04/2010,17.256,19.986
07/04/2010,17.143,19.87
08/04/2010,17.247,19.842
09/04/2010,18.413,20.303
10/04/2010,17.887,20.651
11/04/2010,17.695,20.561
12/04/2010,17.863,20.521
13/04/2010,17.699,20.537
14/04/2010,17.599,20.459
15/04/2010,17.543,20.348
16/04/2010,17.472,20.21
17/04/2010,17.487,20.315
18/04/2010,17.468,20.344
19/04/2010,17.409,20.098
20/04/2010,17.339,19.984
21/04/2010,17.282,19.911
22/04/2010,17.635,19.999
23/04/2010,17.5,20.101
24/04/2010,17.388,20.027
25/04/2010,17.299,19.948
26/04/2010,17.189,19.849
27/04/2010,17.148,19.838
28/04/2010,17.175,19.835
29/04/2010,17.18,19.832
30/04/2010,17.139,19.83
01/05/2010,17.05,19.83
02/05/2010,16.934,19.83
03/05/2010,16.849,19.829
04/05/2010,17.171,19.874
05/05/2010,17.089,19.988
06/05/2010,17.02,20.001
07/05/2010,16.895,19.976
08/05/2010,16.803,19.894
09/05/2010,16.765,19.854
10/05/2010,16.72,19.844
11/05/2010,16.66,19.838
12/05/2010,16.602,19.836
13/05/2010,16.621,19.862
14/05/2010,16.561,19.853
15/05/2010,16.466,19.841
16/05/2010,16.416,19.839
17/05/2010,16.888,19.835
18/05/2010,16.823,19.833
19/05/2010,18.089,19.94
20/05/2010,18.269,20.167
21/05/2010,17.249,20.03
22/05/2010,16.842,19.852
23/05/2010,16.638,19.84
24/05/2010,16.51,19.834
25/05/2010,16.381,19.83
26/05/2010,16.279,19.827
27/05/2010,16.465,19.826
28/05/2010,16.518,19.824
29/05/2010,16.34,19.822
30/05/2010,16.118,19.821
31/05/2010,16.007,19.82
01/06/2010,15.95,19.82
02/06/2010,15.82,19.819
03/06/2010,15.786,19.819
04/06/2010,15.73,19.818
05/06/2010,15.66,19.817
06/06/2010,15.62,19.817
07/06/2010,15.624,19.817
08/06/2010,15.577,19.816
09/06/2010,15.454,19.816
10/06/2010,15.576,19.815
11/06/2010,16.138,19.815
12/06/2010,16.461,19.815
13/06/2010,16.745,19.814
14/06/2010,16.871,19.814
15/06/2010,16.964,19.817
16/06/2010,17.121,19.859
17/06/2010,17.25,19.89
18/06/2010,17.333,19.885
19/06/2010,17.415,19.875
20/06/2010,17.471,19.85
21/06/2010,17.542,19.839
22/06/2010,17.585,19.834
23/06/2010,17.652,19.831
24/06/2010,17.458,19.828
25/06/2010,16.816,19.825
26/06/2010,16.461,19.823
27/06/2010,16.319,19.822
28/06/2010,16.139,19.82
29/06/2010,15.913,19.819
30/06/2010,15.772,19.818
01/07/2010,15.728,19.817
02/07/2010,15.56,19.817
03/07/2010,15.899,19.816
04/07/2010,16.418,19.815
05/07/2010,17.126,19.815
06/07/2010,17.075,19.844
07/07/2010,17.151,19.989
08/07/2010,17.188,19.974
09/07/2010,17.227,19.966
10/07/2010,17.283,19.935
11/07/2010,17.3,19.917
12/07/2010,17.331,19.864
13/07/2010,17.58,19.874
14/07/2010,18.419,20.094
15/07/2010,18.051,20.203
16/07/2010,17.829,20.049
17/07/2010,17.675,19.894
18/07/2010,17.671,19.866
19/07/2010,17.687,19.861
20/07/2010,17.644,19.871
21/07/2010,17.715,19.869
22/07/2010,17.662,19.845
23/07/2010,17.71,19.834
24/07/2010,17.814,19.831
25/07/2010,17.87,19.831
26/07/2010,17.91,19.831
27/07/2010,17.918,19.836
28/07/2010,17.937,19.836
