Date,OW2DWL,OW2DSWL
22/05/2018,22.996,26.125
23/05/2018,22.474,25.771
24/05/2018,23.659,26.103
25/05/2018,23.936,26.475
26/05/2018,22.299,25.961
27/05/2018,21.674,25.506
28/05/2018,21.261,25.174
29/05/2018,21.147,24.962
30/05/2018,21.505,25.048
31/05/2018,20.694,24.787
01/06/2018,20.254,24.426
02/06/2018,19.972,24.19
03/06/2018,19.743,24.026
04/06/2018,19.562,23.853
05/06/2018,19.389,23.705
06/06/2018,19.243,23.547
07/06/2018,19.104,23.42
08/06/2018,18.98,23.296
09/06/2018,18.859,23.169
10/06/2018,18.743,23.006
11/06/2018,18.626,22.872
12/06/2018,18.512,22.702
13/06/2018,18.466,22.599
14/06/2018,18.402,22.515
15/06/2018,18.258,22.135
16/06/2018,18.199,22.019
17/06/2018,18.091,21.938
18/06/2018,18.19,21.856
19/06/2018,18.755,22.063
20/06/2018,18.103,21.976
21/06/2018,17.717,21.626
22/06/2018,17.525,21.371
23/06/2018,17.419,21.258
24/06/2018,17.322,21.168
25/06/2018,17.344,21.052
26/06/2018,17.729,21.16
27/06/2018,17.896,21.31
28/06/2018,17.973,21.38
29/06/2018,18.029,21.439
30/06/2018,18.08,21.499
01/07/2018,18.074,21.486
02/07/2018,18.037,21.392
03/07/2018,18.029,21.357
04/07/2018,18.037,21.37
05/07/2018,17.986,21.291
06/07/2018,17.943,21.202
07/07/2018,17.901,21.132
08/07/2018,17.862,21.072
09/07/2018,17.837,21.027
10/07/2018,17.839,21.031
11/07/2018,17.823,21.008
12/07/2018,17.798,20.962
13/07/2018,17.778,20.916
14/07/2018,17.773,20.903
15/07/2018,17.769,20.889
16/07/2018,17.732,20.823
17/07/2018,17.691,20.742
18/07/2018,17.629,20.659
19/07/2018,17.585,20.575
20/07/2018,17.593,20.586
21/07/2018,17.54,20.52
22/07/2018,17.512,20.457
23/07/2018,17.497,20.431
24/07/2018,17.458,20.378
25/07/2018,17.403,20.297
26/07/2018,17.409,20.297
27/07/2018,17.41,20.298
28/07/2018,17.616,20.376
29/07/2018,17.47,20.342
30/07/2018,17.274,20.147
31/07/2018,17.146,19.991
01/08/2018,17.04,19.914
02/08/2018,16.954,19.885
03/08/2018,16.877,19.867
04/08/2018,16.802,19.855
05/08/2018,16.808,19.846
06/08/2018,16.821,19.841
07/08/2018,16.798,19.838
08/08/2018,16.722,19.835
09/08/2018,16.654,19.832
10/08/2018,16.582,19.83
11/08/2018,16.556,19.828
12/08/2018,16.572,19.826
13/08/2018,16.618,19.825
14/08/2018,16.27,19.822
15/08/2018,16.312,19.821
16/08/2018,16.263,19.82
17/08/2018,16.191,19.819
18/08/2018,16.143,19.818
19/08/2018,16.087,19.817
20/08/2018,16.06,19.816
21/08/2018,16.006,19.816
22/08/2018,15.943,19.815
23/08/2018,15.887,19.814
24/08/2018,15.812,19.814
25/08/2018,15.727,19.813
26/08/2018,15.758,19.812
27/08/2018,15.636,19.812
28/08/2018,15.569,19.812
29/08/2018,15.483,19.811
30/08/2018,15.415,19.81
31/08/2018,15.408,19.81
01/09/2018,15.365,19.81
02/09/2018,15.34,19.809
03/09/2018,15.277,19.809
04/09/2018,15.25,19.808
05/09/2018,15.224,19.808
06/09/2018,15.224,19.808
07/09/2018,15.207,19.807
08/09/2018,15.191,19.807
09/09/2018,15.137,19.807
10/09/2018,15.085,19.806
11/09/2018,15.03,19.806
12/09/2018,14.954,19.805
13/09/2018,14.949,19.805
14/09/2018,14.934,19.805
15/09/2018,14.888,19.805
16/09/2018,14.891,19.805
17/09/2018,14.901,19.804
18/09/2018,14.887,19.804
19/09/2018,15.418,19.804
20/09/2018,16.323,19.803
21/09/2018,17.586,19.803
22/09/2018,18.144,19.803
23/09/2018,18.485,19.804
24/09/2018,18.71,19.805
25/09/2018,18.851,19.858
26/09/2018,19.114,20.052
27/09/2018,19.353,20.246
28/09/2018,18.754,20.231
29/09/2018,17.56,19.863
30/09/2018,16.796,19.852
01/10/2018,16.504,19.848
02/10/2018,16.204,19.845
03/10/2018,15.686,19.842
04/10/2018,15.459,19.841
05/10/2018,15.219,19.839
06/10/2018,14.783,19.839
07/10/2018,14.518,19.838
08/10/2018,14.344,19.836
09/10/2018,14.182,19.834
10/10/2018,14.062,19.833
11/10/2018,14.1,19.831
12/10/2018,14.621,19.83
13/10/2018,14.799,19.828
14/10/2018,14.843,19.827
15/10/2018,14.885,19.826
16/10/2018,14.91,19.824
17/10/2018,14.689,19.823
18/10/2018,14.661,19.822
19/10/2018,14.704,19.821
20/10/2018,14.67,19.82
21/10/2018,14.649,19.819
22/10/2018,14.58,19.818
23/10/2018,14.561,19.817
24/10/2018,14.336,19.817
25/10/2018,14.263,19.816
26/10/2018,14.175,19.815
27/10/2018,14.056,19.814
28/10/2018,13.999,19.814
29/10/2018,14.045,19.813
30/10/2018,13.987,19.813
31/10/2018,13.883,19.812
01/11/2018,13.786,19.811
02/11/2018,13.706,19.81
03/11/2018,13.775,19.81
04/11/2018,13.725,19.809
05/11/2018,13.689,19.809
06/11/2018,13.692,19.809
07/11/2018,13.582,19.808
08/11/2018,13.481,19.808
09/11/2018,13.576,19.807
10/11/2018,13.543,19.806
11/11/2018,13.503,19.806
12/11/2018,13.462,19.806
13/11/2018,13.374,19.805
14/11/2018,13.407,19.805
15/11/2018,13.366,19.805
16/11/2018,13.312,19.804
17/11/2018,13.287,19.804
18/11/2018,13.261,19.803
19/11/2018,13.292,19.803
20/11/2018,13.301,19.803
21/11/2018,13.272,19.803
22/11/2018,13.211,19.803
23/11/2018,13.253,19.803
24/11/2018,13.243,19.803
25/11/2018,13.254,19.803
26/11/2018,13.273,19.804
27/11/2018,13.401,19.805
28/11/2018,13.5,19.806
29/11/2018,13.533,19.809
30/11/2018,13.629,19.811
01/12/2018,13.985,19.813
02/12/2018,14.254,19.819
03/12/2018,14.364,19.828
04/12/2018,14.471,19.83
05/12/2018,14.778,19.832
06/12/2018,14.962,19.843
07/12/2018,15.206,19.957
08/12/2018,15.359,20.066
09/12/2018,15.401,20.101
10/12/2018,15.479,20.025
11/12/2018,15.693,20.071
12/12/2018,15.825,20.187
13/12/2018,15.925,20.325
14/12/2018,16.011,20.427
15/12/2018,16.275,20.564
16/12/2018,16.327,20.696
17/12/2018,16.42,20.704
18/12/2018,16.663,20.778
19/12/2018,16.78,20.848
20/12/2018,16.88,20.885
21/12/2018,17.006,20.951
22/12/2018,16.994,21.001
23/12/2018,17.091,21.036
24/12/2018,17.174,21.099
25/12/2018,17.374,21.253
26/12/2018,17.565,21.508
27/12/2018,17.531,21.894
28/12/2018,17.359,22.247
29/12/2018,17.774,22.524
30/12/2018,17.893,22.735
31/12/2018,17.978,22.935
01/01/2019,18.009,23.096
02/01/2019,18.013,23.205
03/01/2019,18.062,23.287
04/01/2019,18.092,23.349
05/01/2019,18.139,23.395
06/01/2019,18.17,23.425
07/01/2019,18.216,23.443
08/01/2019,18.16,23.435
09/01/2019,18.174,23.41
10/01/2019,18.233,23.42
11/01/2019,18.272,23.448
12/01/2019,18.335,23.489
13/01/2019,18.379,23.547
14/01/2019,18.324,23.552
15/01/2019,18.367,23.551
16/01/2019,18.423,23.602
17/01/2019,18.301,23.545
18/01/2019,18.354,23.514
19/01/2019,18.338,23.52
20/01/2019,18.222,23.475
21/01/2019,18.249,23.432
22/01/2019,18.336,23.457
23/01/2019,18.276,23.46
24/01/2019,18.21,23.427
25/01/2019,17.936,23.385
26/01/2019,17.48,23.363
27/01/2019,17.248,23.335
28/01/2019,17.377,23.261
29/01/2019,17.952,23.236
30/01/2019,18.134,23.257
31/01/2019,18.236,23.285
01/02/2019,18.166,23.296
02/02/2019,18.043,23.252
03/02/2019,18.022,23.196
04/02/2019,18.011,23.176
05/02/2019,18,23.152
06/02/2019,18.007,23.143
07/02/2019,18.04,23.156
08/02/2019,18.134,23.179
09/02/2019,18.132,23.188
10/02/2019,17.945,23.165
11/02/2019,17.676,23.088
12/02/2019,17.625,23.002
13/02/2019,17.593,22.954
14/02/2019,17.559,22.918
15/02/2019,17.593,22.898
16/02/2019,17.602,22.894
17/02/2019,17.642,22.902
18/02/2019,17.588,22.901
19/02/2019,17.538,22.877
20/02/2019,17.516,22.857
21/02/2019,17.416,22.824
22/02/2019,,
23/02/2019,,
24/02/2019,17.286,22.69
25/02/2019,17.288,22.658
26/02/2019,17.299,22.64
27/02/2019,17.335,22.637
28/02/2019,17.371,22.647
01/03/2019,17.355,22.643
02/03/2019,17.429,22.652
03/03/2019,17.624,22.669
04/03/2019,17.521,22.689
05/03/2019,17.943,22.692
06/03/2019,18.092,22.745
07/03/2019,17.929,22.798
08/03/2019,17.853,22.808
09/03/2019,17.892,22.822
10/03/2019,17.975,22.841
11/03/2019,18.005,22.85
12/03/2019,18.238,22.898
